MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2019,33,Georgia,17
2019,34,Georgia,20
2019,35,Georgia,16
2019,36,Georgia,15
2019,37,Georgia,24
2019,38,Georgia,20
2019,39,Georgia,19
2019,40,Georgia,23
2019,41,Georgia,22
2019,42,Georgia,15
2019,43,Georgia,21
2019,44,Georgia,13
2019,45,Georgia,18
2019,46,Georgia,30
2019,47,Georgia,24
2019,48,Georgia,30
2019,49,Georgia,14
2019,50,Georgia,39
2019,51,Georgia,33
2019,52,Georgia,41
2014,1,Hawaii,5
2014,2,Hawaii,5
2014,3,Hawaii,16
2014,4,Hawaii,5
2014,5,Hawaii,11
2014,6,Hawaii,11
2014,7,Hawaii,5
2014,8,Hawaii,14
2014,9,Hawaii,5
2014,10,Hawaii,5
2014,11,Hawaii,5
2014,12,Hawaii,5
2014,13,Hawaii,13
2014,14,Hawaii,19
2014,15,Hawaii,5
2014,16,Hawaii,5
2014,17,Hawaii,11
2014,18,Hawaii,10
2014,19,Hawaii,5
2014,20,Hawaii,5
2014,21,Hawaii,5
2014,22,Hawaii,5
2014,23,Hawaii,5
2014,24,Hawaii,5
2014,25,Hawaii,11
2014,26,Hawaii,13
2014,27,Hawaii,5
2014,28,Hawaii,5
2014,29,Hawaii,10
2014,30,Hawaii,5
2014,31,Hawaii,5
2014,32,Hawaii,5
2014,33,Hawaii,5
2014,34,Hawaii,5
2014,35,Hawaii,5
2014,36,Hawaii,5
2014,37,Hawaii,5
2014,38,Hawaii,13
2014,39,Hawaii,5
2014,40,Hawaii,11
2014,41,Hawaii,5
2014,42,Hawaii,5
2014,43,Hawaii,5
2014,44,Hawaii,5
2014,45,Hawaii,5
2014,46,Hawaii,5
2014,47,Hawaii,5
2014,48,Hawaii,5
2014,49,Hawaii,11
2014,50,Hawaii,5
2014,51,Hawaii,5
2014,52,Hawaii,12
2014,53,Hawaii,11
2015,1,Hawaii,12
2015,2,Hawaii,13
2015,3,Hawaii,5
2015,4,Hawaii,17
2015,5,Hawaii,16
2015,6,Hawaii,14
2015,7,Hawaii,5
2015,8,Hawaii,15
2015,9,Hawaii,14
2015,10,Hawaii,5
2015,11,Hawaii,10
2015,12,Hawaii,5
2015,13,Hawaii,5
2014,34,Illinois,26
2015,14,Hawaii,11
2015,15,Hawaii,5
2015,16,Hawaii,14
2015,17,Hawaii,10
2015,18,Hawaii,5
2015,19,Hawaii,16
2015,20,Hawaii,5
2015,21,Hawaii,5
2015,22,Hawaii,5
2015,23,Hawaii,16
2015,24,Hawaii,11
2015,25,Hawaii,5
2015,26,Hawaii,14
2015,27,Hawaii,5
2015,28,Hawaii,14
2015,29,Hawaii,5
2015,30,Hawaii,5
2015,31,Hawaii,5
2015,32,Hawaii,5
2015,33,Hawaii,13
2015,34,Hawaii,5
2015,35,Hawaii,12
2015,36,Hawaii,5
2015,37,Hawaii,13
2015,38,Hawaii,10
2015,39,Hawaii,14
2015,40,Hawaii,12
2015,41,Hawaii,10
2015,42,Hawaii,11
2015,43,Hawaii,15
2015,44,Hawaii,10
2015,45,Hawaii,10
2015,46,Hawaii,5
2015,47,Hawaii,5
2015,48,Hawaii,14
2015,49,Hawaii,14
2015,50,Hawaii,17
2015,51,Hawaii,5
2015,52,Hawaii,15
2016,1,Hawaii,15
2016,2,Hawaii,5
2016,3,Hawaii,5
2016,4,Hawaii,10
2016,5,Hawaii,5
2016,6,Hawaii,5
2016,7,Hawaii,13
2016,8,Hawaii,5
2016,9,Hawaii,15
2016,10,Hawaii,13
2016,11,Hawaii,5
2016,12,Hawaii,15
2016,13,Hawaii,5
2016,14,Hawaii,5
2016,15,Hawaii,5
2016,16,Hawaii,10
2016,17,Hawaii,5
2016,18,Hawaii,5
2016,19,Hawaii,5
2016,20,Hawaii,12
2016,21,Hawaii,5
2016,22,Hawaii,5
2016,23,Hawaii,5
2016,24,Hawaii,5
2016,25,Hawaii,5
2016,26,Hawaii,5
2016,27,Hawaii,5
2016,28,Hawaii,11
2016,29,Hawaii,5
2016,30,Hawaii,5
2016,31,Hawaii,10
2016,32,Hawaii,11
2016,33,Hawaii,5
2016,34,Hawaii,11
2016,35,Hawaii,13
2016,36,Hawaii,5
2016,37,Hawaii,5
2016,38,Hawaii,10
2016,39,Hawaii,11
2016,40,Hawaii,5
2016,41,Hawaii,5
2016,42,Hawaii,12
2016,43,Hawaii,5
2016,44,Hawaii,11
2014,35,Illinois,38
2016,45,Hawaii,16
2016,46,Hawaii,16
2016,47,Hawaii,12
2016,48,Hawaii,15
2016,49,Hawaii,10
2016,50,Hawaii,17
2016,51,Hawaii,14
2016,52,Hawaii,13
2017,1,Hawaii,14
2017,2,Hawaii,16
2017,3,Hawaii,24
2017,4,Hawaii,10
2017,5,Hawaii,12
2017,6,Hawaii,12
2017,7,Hawaii,10
2017,8,Hawaii,5
2017,9,Hawaii,24
2017,10,Hawaii,12
2017,11,Hawaii,16
2017,12,Hawaii,16
2017,13,Hawaii,14
2017,14,Hawaii,16
2017,15,Hawaii,5
2017,16,Hawaii,10
2017,17,Hawaii,14
2017,18,Hawaii,11
2017,19,Hawaii,14
2017,20,Hawaii,16
2017,21,Hawaii,13
2017,22,Hawaii,11
2017,23,Hawaii,18
2017,24,Hawaii,5
2017,25,Hawaii,14
2017,26,Hawaii,5
2017,27,Hawaii,13
2017,28,Hawaii,5
2017,29,Hawaii,16
2017,30,Hawaii,15
2017,31,Hawaii,5
2017,32,Hawaii,11
2017,33,Hawaii,14
2017,34,Hawaii,5
2017,35,Hawaii,13
2017,36,Hawaii,13
2017,37,Hawaii,13
2017,38,Hawaii,5
2017,39,Hawaii,14
2017,40,Hawaii,10
2017,41,Hawaii,10
2017,42,Hawaii,5
2017,43,Hawaii,5
2017,44,Hawaii,11
2017,45,Hawaii,5
2017,46,Hawaii,14
2017,47,Hawaii,5
2017,48,Hawaii,19
2017,49,Hawaii,16
2014,36,Illinois,34
2017,50,Hawaii,13
2017,51,Hawaii,14
2017,52,Hawaii,16
2018,1,Hawaii,21
2018,2,Hawaii,13
2018,3,Hawaii,17
2018,4,Hawaii,14
2018,5,Hawaii,16
2018,6,Hawaii,10
2018,7,Hawaii,5
2018,8,Hawaii,5
2018,9,Hawaii,5
2018,10,Hawaii,11
2018,11,Hawaii,11
2018,12,Hawaii,13
2018,13,Hawaii,13
2018,14,Hawaii,15
2018,15,Hawaii,11
2018,16,Hawaii,14
2018,17,Hawaii,5
2018,18,Hawaii,5
2018,19,Hawaii,5
2018,20,Hawaii,5
2018,21,Hawaii,5
2018,22,Hawaii,5
2018,23,Hawaii,5
2018,24,Hawaii,19
2018,25,Hawaii,12
2018,26,Hawaii,15
2018,27,Hawaii,5
2018,28,Hawaii,5
2018,29,Hawaii,12
2018,30,Hawaii,5
2018,31,Hawaii,5
2018,32,Hawaii,5
2018,33,Hawaii,10
2018,34,Hawaii,11
2018,35,Hawaii,15
2018,36,Hawaii,5
2018,37,Hawaii,5
2018,38,Hawaii,10
2018,39,Hawaii,5
2018,40,Hawaii,13
2018,41,Hawaii,14
2018,42,Hawaii,11
2018,43,Hawaii,5
2018,44,Hawaii,5
2018,45,Hawaii,5
2018,46,Hawaii,12
2018,47,Hawaii,10
2018,48,Hawaii,5
2018,49,Hawaii,5
2018,50,Hawaii,11
2018,51,Hawaii,13
2018,52,Hawaii,10
2019,1,Hawaii,5
2019,2,Hawaii,13
2019,3,Hawaii,16
2019,4,Hawaii,14
2019,5,Hawaii,13
2019,6,Hawaii,5
2019,7,Hawaii,15
2019,8,Hawaii,13
2019,9,Hawaii,13
2019,10,Hawaii,5
2019,11,Hawaii,17
2019,12,Hawaii,16
2019,13,Hawaii,5
2019,14,Hawaii,15
2019,15,Hawaii,5
2019,16,Hawaii,5
2019,17,Hawaii,5
2019,18,Hawaii,5
2019,19,Hawaii,10
2019,20,Hawaii,5
2019,21,Hawaii,5
2019,22,Hawaii,5
2019,23,Hawaii,5
2019,24,Hawaii,10
2019,25,Hawaii,5
2019,26,Hawaii,5
2019,27,Hawaii,5
2019,28,Hawaii,10
2019,29,Hawaii,5
2019,30,Hawaii,5
2019,31,Hawaii,5
2019,32,Hawaii,5
2019,33,Hawaii,5
2019,34,Hawaii,5
2019,35,Hawaii,5
2019,36,Hawaii,5
2019,37,Hawaii,5
2019,38,Hawaii,5
2019,39,Hawaii,5
2019,40,Hawaii,5
2019,41,Hawaii,5
2019,42,Hawaii,5
2019,43,Hawaii,5
2019,44,Hawaii,5
2019,45,Hawaii,5
2019,46,Hawaii,5
2019,47,Hawaii,5
2019,48,Hawaii,5
2019,49,Hawaii,5
2019,50,Hawaii,5
2019,51,Hawaii,5
2019,52,Hawaii,5
2014,1,Idaho,5
2014,2,Idaho,10
2014,3,Idaho,5
2014,4,Idaho,5
2014,5,Idaho,5
2014,6,Idaho,5
2014,7,Idaho,5
2014,8,Idaho,5
2014,9,Idaho,5
2014,10,Idaho,5
2014,11,Idaho,5
2014,12,Idaho,5
2014,13,Idaho,5
2014,14,Idaho,5
2014,15,Idaho,5
2014,16,Idaho,0
2014,17,Idaho,5
2014,18,Idaho,5
2014,19,Idaho,5
2014,20,Idaho,5
2014,21,Idaho,5
2014,22,Idaho,5
2014,23,Idaho,5
2014,24,Idaho,5
2014,25,Idaho,5
2014,26,Idaho,5
2014,27,Idaho,5
2014,28,Idaho,5
2014,29,Idaho,0
2014,30,Idaho,5
2014,31,Idaho,5
2014,32,Idaho,0
2014,33,Idaho,5
2014,34,Idaho,5
2014,35,Idaho,5
2014,36,Idaho,5
2014,37,Idaho,5
2014,38,Idaho,5
2014,39,Idaho,5
2014,40,Idaho,5
2014,41,Idaho,5
2014,42,Idaho,5
2014,43,Idaho,5
2014,44,Idaho,5
2014,45,Idaho,5
2014,46,Idaho,5
2014,47,Idaho,5
2014,48,Idaho,5
2014,49,Idaho,5
2014,50,Idaho,5
2014,51,Idaho,5
2014,52,Idaho,5
2014,53,Idaho,5
2015,1,Idaho,12
2015,2,Idaho,12
2015,3,Idaho,5
2015,4,Idaho,5
2015,5,Idaho,5
2015,6,Idaho,10
2015,7,Idaho,5
2015,8,Idaho,5
2015,9,Idaho,5
2015,10,Idaho,5
2015,11,Idaho,5
2015,12,Idaho,5
2015,13,Idaho,5
2015,14,Idaho,5
2015,15,Idaho,5
2015,16,Idaho,5
2015,17,Idaho,5
2015,18,Idaho,5
2015,19,Idaho,5
2015,20,Idaho,5
2015,21,Idaho,5
2015,22,Idaho,5
2015,23,Idaho,5
2015,24,Idaho,5
2015,25,Idaho,5
2015,26,Idaho,5
2015,27,Idaho,5
2015,28,Idaho,5
2015,29,Idaho,5
2015,30,Idaho,5
2015,31,Idaho,5
2015,32,Idaho,5
2015,33,Idaho,5
2015,34,Idaho,5
2015,35,Idaho,5
2015,36,Idaho,5
2015,37,Idaho,5
2015,38,Idaho,5
2015,39,Idaho,5
2015,40,Idaho,5
2015,41,Idaho,5
2015,42,Idaho,5
2015,43,Idaho,5
2015,44,Idaho,5
2015,45,Idaho,5
2015,46,Idaho,5
2015,47,Idaho,5
2015,48,Idaho,5
2015,49,Idaho,5
2015,50,Idaho,5
2015,51,Idaho,5
2015,52,Idaho,5
2016,1,Idaho,5
2016,2,Idaho,5
2016,3,Idaho,5
2016,4,Idaho,5
2016,5,Idaho,5
2016,6,Idaho,5
2016,7,Idaho,5
2016,8,Idaho,11
2016,9,Idaho,5
2016,10,Idaho,5
2016,11,Idaho,14
2016,12,Idaho,5
2016,13,Idaho,5
2016,14,Idaho,5
2016,15,Idaho,5
2016,16,Idaho,5
2016,17,Idaho,5
2016,18,Idaho,5
2016,19,Idaho,0
2016,20,Idaho,5
2016,21,Idaho,5
2016,22,Idaho,5
2016,23,Idaho,5
2016,24,Idaho,5
2016,25,Idaho,5
2016,26,Idaho,5
2016,27,Idaho,5
2016,28,Idaho,5
2016,29,Idaho,5
2016,30,Idaho,0
2016,31,Idaho,5
2016,32,Idaho,5
2016,33,Idaho,5
2016,34,Idaho,5
2016,35,Idaho,5
2016,36,Idaho,5
2016,37,Idaho,5
2016,38,Idaho,5
2016,39,Idaho,5
2016,40,Idaho,5
2016,41,Idaho,5
2016,42,Idaho,5
2016,43,Idaho,5
2016,44,Idaho,5
2016,45,Idaho,5
2016,46,Idaho,5
2016,47,Idaho,5
2016,48,Idaho,5
2016,49,Idaho,5
2016,50,Idaho,5
2016,51,Idaho,5
2016,52,Idaho,5
2017,1,Idaho,5
2017,2,Idaho,5
2017,3,Idaho,10
2017,4,Idaho,10
2017,5,Idaho,15
2017,6,Idaho,11
2017,7,Idaho,14
2017,8,Idaho,5
2017,9,Idaho,5
2017,10,Idaho,5
2017,11,Idaho,5
2017,12,Idaho,5
2017,13,Idaho,5
2017,14,Idaho,5
2017,15,Idaho,5
2017,16,Idaho,5
2017,17,Idaho,5
2017,18,Idaho,5
2017,19,Idaho,5
2017,20,Idaho,5
2017,21,Idaho,5
2017,22,Idaho,5
2017,23,Idaho,5
2017,24,Idaho,5
2017,25,Idaho,5
2014,37,Illinois,25
2017,26,Idaho,5
2017,27,Idaho,5
2017,28,Idaho,5
2017,29,Idaho,5
2017,30,Idaho,5
2017,31,Idaho,0
2017,32,Idaho,5
2017,33,Idaho,5
2017,34,Idaho,5
2017,35,Idaho,5
2017,36,Idaho,5
2017,37,Idaho,5
2017,38,Idaho,5
2017,39,Idaho,5
2017,40,Idaho,5
2017,41,Idaho,5
2017,42,Idaho,5
2017,43,Idaho,5
2017,44,Idaho,5
2017,45,Idaho,5
2017,46,Idaho,5
2017,47,Idaho,5
2017,48,Idaho,5
2017,49,Idaho,5
2017,50,Idaho,5
2017,51,Idaho,13
2017,52,Idaho,10
2018,1,Idaho,13
2018,2,Idaho,11
2018,3,Idaho,12
2014,38,Illinois,37
2018,4,Idaho,5
2018,5,Idaho,5
2018,6,Idaho,11
2018,7,Idaho,5
2018,8,Idaho,5
2018,9,Idaho,5
2018,10,Idaho,10
2018,11,Idaho,5
2018,12,Idaho,10
2018,13,Idaho,5
2018,14,Idaho,5
2018,15,Idaho,5
2018,16,Idaho,0
2018,17,Idaho,5
2018,18,Idaho,5
2018,19,Idaho,5
2018,20,Idaho,5
2018,21,Idaho,5
2018,22,Idaho,5
2018,23,Idaho,5
2018,24,Idaho,5
2018,25,Idaho,5
2018,26,Idaho,5
2018,27,Idaho,5
2018,28,Idaho,5
2018,29,Idaho,0
2018,30,Idaho,5
2018,31,Idaho,5
2018,32,Idaho,5
2018,33,Idaho,0
2018,34,Idaho,5
2018,35,Idaho,0
2018,36,Idaho,5
2018,37,Idaho,5
2018,38,Idaho,5
2018,39,Idaho,5
2018,40,Idaho,5
2018,41,Idaho,5
2018,42,Idaho,5
2018,43,Idaho,5
2018,44,Idaho,5
2018,45,Idaho,5
2018,46,Idaho,5
2018,47,Idaho,5
2018,48,Idaho,5
2018,49,Idaho,5
2018,50,Idaho,5
2018,51,Idaho,5
2018,52,Idaho,5
2019,1,Idaho,5
2019,2,Idaho,5
2019,3,Idaho,5
2019,4,Idaho,5
2019,5,Idaho,5
2019,6,Idaho,10
2019,7,Idaho,13
2019,8,Idaho,5
2019,9,Idaho,10
2019,10,Idaho,5
2019,11,Idaho,5
2019,12,Idaho,5
2019,13,Idaho,11
2019,14,Idaho,5
2019,15,Idaho,5
2019,16,Idaho,5
2019,17,Idaho,5
2019,18,Idaho,5
2019,19,Idaho,5
2019,20,Idaho,5
2019,21,Idaho,5
2019,22,Idaho,5
2019,23,Idaho,5
2019,24,Idaho,5
2019,25,Idaho,5
2019,26,Idaho,5
2019,27,Idaho,0
2019,28,Idaho,5
2019,29,Idaho,5
2019,30,Idaho,5
2019,31,Idaho,5
2019,32,Idaho,5
2019,33,Idaho,5
2019,34,Idaho,5
2019,35,Idaho,5
2019,36,Idaho,5
2019,37,Idaho,5
2019,38,Idaho,5
2019,39,Idaho,5
2019,40,Idaho,5
2019,41,Idaho,0
2019,42,Idaho,5
2014,39,Illinois,35
2019,43,Idaho,5
2019,44,Idaho,5
2019,45,Idaho,0
2019,46,Idaho,5
2019,47,Idaho,5
2019,48,Idaho,5
2019,49,Idaho,5
2019,50,Idaho,5
2019,51,Idaho,5
2019,52,Idaho,5
2014,1,Illinois,60
2014,2,Illinois,90
2014,3,Illinois,65
2014,4,Illinois,63
2014,5,Illinois,60
2014,6,Illinois,63
2014,7,Illinois,58
2014,8,Illinois,47
2014,9,Illinois,37
2014,10,Illinois,51
2014,11,Illinois,49
2014,12,Illinois,47
2014,13,Illinois,45
2014,14,Illinois,49
2014,15,Illinois,39
2014,16,Illinois,39
2014,17,Illinois,39
2014,18,Illinois,36
2014,19,Illinois,48
2014,20,Illinois,41
2014,21,Illinois,33
2014,22,Illinois,47
2014,23,Illinois,29
2014,24,Illinois,35
2014,25,Illinois,30
2014,26,Illinois,32
2014,27,Illinois,43
2014,28,Illinois,34
2014,29,Illinois,32
2014,30,Illinois,42
2014,31,Illinois,45
2014,32,Illinois,38
2014,33,Illinois,28
2014,40,Illinois,37
2014,41,Illinois,36
2014,42,Illinois,34
2014,43,Illinois,44
2014,44,Illinois,37
2014,45,Illinois,46
2014,46,Illinois,39
2014,47,Illinois,41
2014,48,Illinois,47
2014,49,Illinois,60
2014,50,Illinois,61
2014,51,Illinois,98
2014,52,Illinois,88
2014,53,Illinois,103
2015,1,Illinois,117
2015,2,Illinois,81
2015,3,Illinois,70
2015,4,Illinois,68
2015,5,Illinois,46
2015,6,Illinois,40
2015,7,Illinois,52
2015,8,Illinois,61
2015,9,Illinois,58
2015,10,Illinois,42
2015,11,Illinois,53
2015,12,Illinois,42
2015,13,Illinois,53
2015,14,Illinois,55
2015,15,Illinois,38
2015,16,Illinois,42
2015,17,Illinois,49
2015,18,Illinois,38
2015,19,Illinois,35
2015,20,Illinois,32
2015,21,Illinois,42
2015,22,Illinois,38
2015,23,Illinois,35
2015,24,Illinois,34
2015,25,Illinois,31
2015,26,Illinois,24
2015,27,Illinois,40
2015,28,Illinois,35
2015,29,Illinois,34
2015,30,Illinois,25
2015,31,Illinois,40
2015,32,Illinois,36
2015,33,Illinois,34
2015,34,Illinois,46
2015,35,Illinois,29
2015,36,Illinois,32
2015,37,Illinois,26
2015,38,Illinois,27
2015,39,Illinois,33
2015,40,Illinois,41
2015,41,Illinois,31
2015,42,Illinois,49
2015,43,Illinois,44
2015,44,Illinois,29
2015,45,Illinois,49
2015,46,Illinois,31
2015,47,Illinois,37
2015,48,Illinois,38
2015,49,Illinois,34
2015,50,Illinois,44
2015,51,Illinois,41
2015,52,Illinois,54
2016,1,Illinois,52
2016,2,Illinois,54
2016,3,Illinois,36
2016,4,Illinois,54
2016,5,Illinois,54
2016,6,Illinois,47
2016,7,Illinois,41
2016,8,Illinois,45
2016,9,Illinois,54
2016,10,Illinois,50
2016,11,Illinois,55
2016,12,Illinois,61
2016,13,Illinois,43
2016,14,Illinois,42
2016,15,Illinois,47
2016,16,Illinois,45
2016,17,Illinois,23
2016,18,Illinois,41
2016,19,Illinois,33
2016,20,Illinois,47
2016,21,Illinois,29
2016,22,Illinois,33
2016,23,Illinois,49
2016,24,Illinois,34
2016,25,Illinois,46
2016,26,Illinois,41
2016,27,Illinois,27
2016,28,Illinois,30
2016,29,Illinois,28
2016,30,Illinois,37
2016,31,Illinois,32
2016,32,Illinois,28
2016,33,Illinois,38
2016,34,Illinois,39
2016,35,Illinois,29
2016,36,Illinois,36
2016,37,Illinois,31
2016,38,Illinois,31
2016,39,Illinois,35
2016,40,Illinois,33
2016,41,Illinois,37
2016,42,Illinois,28
2016,43,Illinois,43
2016,44,Illinois,40
2016,45,Illinois,33
2016,46,Illinois,28
2016,47,Illinois,42
2016,48,Illinois,26
2016,49,Illinois,31
2016,50,Illinois,38
2016,51,Illinois,46
2016,52,Illinois,56
2017,1,Illinois,58
2017,2,Illinois,57
2017,3,Illinois,64
2017,4,Illinois,62
2017,5,Illinois,50
2017,6,Illinois,96
2017,7,Illinois,70
2017,8,Illinois,62
2017,9,Illinois,69
2017,10,Illinois,67
2017,11,Illinois,57
2017,12,Illinois,54
2017,13,Illinois,32
2017,14,Illinois,43
2017,15,Illinois,54
2017,16,Illinois,53
2017,17,Illinois,44
2017,18,Illinois,44
2017,19,Illinois,40
2017,20,Illinois,42
2017,21,Illinois,37
2017,22,Illinois,39
2017,23,Illinois,31
2017,24,Illinois,34
2017,25,Illinois,37
2017,26,Illinois,34
2017,27,Illinois,32
2017,28,Illinois,26
2017,29,Illinois,32
2017,30,Illinois,34
2017,31,Illinois,25
2017,32,Illinois,35
2017,33,Illinois,34
2017,34,Illinois,39
2017,35,Illinois,20
2017,36,Illinois,38
2017,37,Illinois,20
2017,38,Illinois,42
2017,39,Illinois,27
2017,40,Illinois,35
2017,41,Illinois,38
2017,42,Illinois,36
2017,43,Illinois,46
2017,44,Illinois,34
2017,45,Illinois,37
2017,46,Illinois,34
2017,47,Illinois,34
2017,48,Illinois,42
2017,49,Illinois,39
2017,50,Illinois,60
2017,51,Illinois,59
2017,52,Illinois,98
2018,1,Illinois,124
2018,2,Illinois,140
2018,3,Illinois,117
2018,4,Illinois,104
2018,5,Illinois,95
2018,6,Illinois,75
2018,7,Illinois,82
2018,8,Illinois,90
2018,9,Illinois,53
2018,10,Illinois,68
2018,11,Illinois,54
2018,12,Illinois,65
2018,13,Illinois,60
2018,14,Illinois,51
2018,15,Illinois,43
2018,16,Illinois,47
2018,17,Illinois,38
2018,18,Illinois,41
2018,19,Illinois,43
2018,20,Illinois,37
2018,21,Illinois,31
2018,22,Illinois,31
2018,23,Illinois,39
2018,24,Illinois,25
2018,25,Illinois,30
2018,26,Illinois,29
2018,27,Illinois,32
2018,28,Illinois,32
2018,29,Illinois,28
2018,30,Illinois,34
2018,31,Illinois,25
2018,32,Illinois,38
2018,33,Illinois,37
2018,34,Illinois,31
2018,35,Illinois,34
2018,36,Illinois,34
2018,37,Illinois,38
2018,38,Illinois,26
2018,39,Illinois,39
2018,40,Illinois,30
2018,41,Illinois,36
2018,42,Illinois,34
2018,43,Illinois,32
2018,44,Illinois,32
2018,45,Illinois,30
2018,46,Illinois,25
2018,47,Illinois,31
2018,48,Illinois,41
2018,49,Illinois,45
2018,50,Illinois,45
2018,51,Illinois,42
2018,52,Illinois,47
2019,1,Illinois,49
2019,2,Illinois,39
2019,3,Illinois,51
2019,4,Illinois,53
2019,5,Illinois,59
2019,6,Illinois,60
2019,7,Illinois,64
2019,8,Illinois,51
2019,9,Illinois,56
2019,10,Illinois,48
2019,11,Illinois,63
2019,12,Illinois,70
2019,13,Illinois,48
2019,14,Illinois,53
2019,15,Illinois,27
2019,16,Illinois,40
2019,17,Illinois,33
2019,18,Illinois,30
2019,19,Illinois,31
2019,20,Illinois,43
2019,21,Illinois,30
2019,22,Illinois,45
2019,23,Illinois,36
2019,24,Illinois,35
2019,25,Illinois,36
2019,26,Illinois,33
2019,27,Illinois,39
2019,28,Illinois,31
2019,29,Illinois,28
2019,30,Illinois,30
2019,31,Illinois,36
2019,32,Illinois,27
2019,33,Illinois,26
2019,34,Illinois,28
2019,35,Illinois,34
2019,36,Illinois,28
2019,37,Illinois,30
2019,38,Illinois,46
2019,39,Illinois,33
2019,40,Illinois,32
2019,41,Illinois,38
2019,42,Illinois,36
2019,43,Illinois,29
2019,44,Illinois,41
2019,45,Illinois,29
2019,46,Illinois,36
2019,47,Illinois,26
2019,48,Illinois,40
2019,49,Illinois,37
2019,50,Illinois,38
2019,51,Illinois,33
2019,52,Illinois,43
2014,1,Indiana,26
2014,2,Indiana,38
2014,3,Indiana,42
2014,4,Indiana,31
2014,5,Indiana,37
2014,6,Indiana,33
2014,7,Indiana,25
2014,8,Indiana,33
2014,9,Indiana,21
2014,10,Indiana,26
2014,11,Indiana,20
2014,12,Indiana,15
2014,13,Indiana,20
2014,14,Indiana,21
2014,15,Indiana,15
2014,16,Indiana,17
2014,17,Indiana,14
2014,18,Indiana,10
2014,19,Indiana,14
2014,20,Indiana,14
2014,21,Indiana,15
2014,22,Indiana,14
2014,23,Indiana,12
2014,24,Indiana,16
2014,25,Indiana,23
2014,26,Indiana,15
2014,27,Indiana,18
2014,28,Indiana,13
2014,29,Indiana,16
2014,30,Indiana,13
2014,31,Indiana,12
2014,32,Indiana,19
2014,33,Indiana,13
2014,34,Indiana,12
2014,35,Indiana,15
2014,36,Indiana,12
2014,37,Indiana,19
2014,38,Indiana,10
2014,39,Indiana,19
2014,40,Indiana,14
2014,41,Indiana,21
2014,42,Indiana,21
2014,43,Indiana,17
2014,44,Indiana,21
2014,45,Indiana,18
2014,46,Indiana,16
2014,47,Indiana,22
2014,48,Indiana,14
2014,49,Indiana,24
2014,50,Indiana,21
2014,51,Indiana,40
2014,52,Indiana,47
2014,53,Indiana,66
2015,1,Indiana,75
2015,2,Indiana,61
2015,3,Indiana,27
2015,4,Indiana,43
2015,5,Indiana,27
2015,6,Indiana,32
2015,7,Indiana,26
2015,8,Indiana,28
2015,9,Indiana,18
2015,10,Indiana,26
2015,11,Indiana,32
2015,12,Indiana,26
2015,13,Indiana,27
2015,14,Indiana,21
2015,15,Indiana,25
2015,16,Indiana,24
2015,17,Indiana,15
2015,18,Indiana,16
2015,19,Indiana,26
2015,20,Indiana,5
2015,21,Indiana,15
2015,22,Indiana,10
2015,23,Indiana,14
2015,24,Indiana,11
2015,25,Indiana,10
2015,26,Indiana,10
2015,27,Indiana,11
2015,28,Indiana,14
2015,29,Indiana,5
2015,30,Indiana,15
2015,31,Indiana,18
2015,32,Indiana,14
2015,33,Indiana,16
2015,34,Indiana,16
2015,35,Indiana,19
2015,36,Indiana,17
2015,37,Indiana,20
2015,38,Indiana,18
2015,39,Indiana,12
2015,40,Indiana,23
2015,41,Indiana,11
2015,42,Indiana,11
2015,43,Indiana,11
2015,44,Indiana,13
2015,45,Indiana,13
2015,46,Indiana,5
2015,47,Indiana,5
2015,48,Indiana,20
2015,49,Indiana,20
2015,50,Indiana,18
2015,51,Indiana,12
2015,52,Indiana,22
2016,1,Indiana,31
2016,2,Indiana,27
2016,3,Indiana,20
2016,4,Indiana,20
2016,5,Indiana,29
2016,6,Indiana,19
2016,7,Indiana,24
2016,8,Indiana,25
2016,9,Indiana,28
2016,10,Indiana,29
2016,11,Indiana,36
2016,12,Indiana,23
2016,13,Indiana,29
2016,14,Indiana,22
2016,15,Indiana,14
2016,16,Indiana,21
2016,17,Indiana,15
2016,18,Indiana,17
2016,19,Indiana,19
2016,20,Indiana,20
2016,21,Indiana,13
2016,22,Indiana,13
2016,23,Indiana,17
2016,24,Indiana,12
2016,25,Indiana,19
2016,26,Indiana,5
2016,27,Indiana,17
2016,28,Indiana,14
2016,29,Indiana,5
2016,30,Indiana,14
2016,31,Indiana,11
2016,32,Indiana,15
2016,33,Indiana,14
2016,34,Indiana,17
2016,35,Indiana,17
2016,36,Indiana,19
2016,37,Indiana,17
2016,38,Indiana,20
2016,39,Indiana,12
2016,40,Indiana,15
2016,41,Indiana,11
2016,42,Indiana,20
2016,43,Indiana,12
2016,44,Indiana,16
2016,45,Indiana,15
2016,46,Indiana,17
2016,47,Indiana,15
2016,48,Indiana,5
2016,49,Indiana,20
2016,50,Indiana,28
2016,51,Indiana,23
2016,52,Indiana,39
2017,1,Indiana,32
2017,2,Indiana,26
2017,3,Indiana,27
2017,4,Indiana,19
2017,5,Indiana,22
2017,6,Indiana,18
2017,7,Indiana,34
2017,8,Indiana,26
2017,9,Indiana,37
2017,10,Indiana,37
2017,11,Indiana,37
2017,12,Indiana,27
2017,13,Indiana,50
2017,14,Indiana,25
2017,15,Indiana,22
2017,16,Indiana,24
2017,17,Indiana,14
2017,18,Indiana,13
2017,19,Indiana,17
2017,20,Indiana,16
2017,21,Indiana,21
