MMWR Year,MMWR Week,Jurisdiction of Occurrence,Influenza and pneumonia (J09-J18)
2022,29,Hawaii,5
2022,30,Hawaii,5
2022,31,Hawaii,5
2022,32,Hawaii,5
2022,33,Hawaii,5
2022,34,Hawaii,5
2022,35,Hawaii,5
2022,36,Hawaii,5
2022,37,Hawaii,5
2022,38,Hawaii,5
2022,39,Hawaii,5
2022,40,Hawaii,5
2022,41,Hawaii,5
2022,42,Hawaii,5
2022,43,Hawaii,5
2022,44,Hawaii,5
2022,45,Hawaii,11
2022,46,Hawaii,5
2022,47,Hawaii,5
2022,48,Hawaii,5
2022,49,Hawaii,5
2022,50,Hawaii,5
2022,51,Hawaii,5
2022,52,Hawaii,5
2023,1,Hawaii,5
2023,2,Hawaii,11
2023,3,Hawaii,5
2023,4,Hawaii,5
2023,5,Hawaii,5
2023,6,Hawaii,5
2023,7,Hawaii,5
2023,8,Hawaii,5
2023,9,Hawaii,5
2023,10,Hawaii,5
2023,11,Hawaii,5
2023,12,Hawaii,5
2023,13,Hawaii,5
2023,14,Hawaii,5
2023,15,Hawaii,12
2023,16,Hawaii,5
2023,17,Hawaii,5
2023,18,Hawaii,5
2023,19,Hawaii,5
2023,20,Hawaii,5
2023,21,Hawaii,5
2023,22,Hawaii,5
2023,23,Hawaii,5
2023,24,Hawaii,5
2023,25,Hawaii,5
2023,26,Hawaii,5
2023,27,Hawaii,5
2023,28,Hawaii,5
2023,29,Hawaii,5
2023,30,Hawaii,5
2023,31,Hawaii,5
2023,32,Hawaii,5
2023,33,Hawaii,5
2023,34,Hawaii,5
2023,35,Hawaii,5
2023,36,Hawaii,5
2023,37,Hawaii,5
2020,1,Idaho,5
2020,2,Idaho,5
2020,3,Idaho,5
2020,4,Idaho,5
2020,5,Idaho,5
2020,6,Idaho,5
2020,7,Idaho,5
2020,8,Idaho,5
2020,9,Idaho,5
2020,10,Idaho,5
2020,11,Idaho,5
2020,12,Idaho,5
2020,13,Idaho,5
2020,14,Idaho,11
2020,15,Idaho,5
2020,16,Idaho,0
2020,17,Idaho,5
2020,18,Idaho,5
2020,19,Idaho,5
2020,20,Idaho,5
2020,21,Idaho,5
2020,22,Idaho,5
2020,23,Idaho,5
2020,24,Idaho,5
2020,25,Idaho,5
2020,26,Idaho,5
2020,27,Idaho,5
2020,28,Idaho,5
2020,29,Idaho,5
2020,30,Idaho,5
2020,31,Idaho,5
2020,32,Idaho,5
2020,33,Idaho,5
2020,34,Idaho,5
2020,35,Idaho,5
2020,36,Idaho,5
2020,37,Idaho,5
2020,38,Idaho,0
2020,39,Idaho,5
2020,40,Idaho,5
2020,41,Idaho,0
2020,42,Idaho,5
2020,43,Idaho,5
2020,44,Idaho,5
2020,45,Idaho,5
2020,46,Idaho,5
2020,47,Idaho,5
2020,48,Idaho,5
2020,49,Idaho,5
2020,50,Idaho,5
2020,51,Idaho,5
2020,52,Idaho,5
2020,53,Idaho,5
2021,1,Idaho,5
2021,2,Idaho,5
2021,3,Idaho,5
2021,4,Idaho,5
2021,5,Idaho,5
2021,6,Idaho,5
2021,7,Idaho,5
2021,8,Idaho,5
2021,9,Idaho,5
2021,10,Idaho,5
2021,11,Idaho,0
2021,12,Idaho,5
2021,13,Idaho,5
2021,14,Idaho,5
2021,15,Idaho,5
2021,16,Idaho,5
2021,17,Idaho,5
2021,18,Idaho,0
2021,19,Idaho,5
2021,20,Idaho,5
2021,21,Idaho,0
2021,22,Idaho,5
2021,23,Idaho,5
2021,24,Idaho,5
2021,25,Idaho,5
2021,26,Idaho,5
2021,27,Idaho,5
2021,28,Idaho,0
2021,29,Idaho,5
2021,30,Idaho,5
2021,31,Idaho,5
2021,32,Idaho,5
2021,33,Idaho,5
2021,34,Idaho,5
2021,35,Idaho,5
2021,36,Idaho,5
2021,37,Idaho,5
2021,38,Idaho,5
2021,39,Idaho,5
2021,40,Idaho,5
2021,41,Idaho,5
2021,42,Idaho,5
2021,43,Idaho,5
2021,44,Idaho,5
2021,45,Idaho,5
2021,46,Idaho,5
2021,47,Idaho,5
2021,48,Idaho,5
2021,49,Idaho,5
2021,50,Idaho,5
2021,51,Idaho,5
2021,52,Idaho,5
2022,1,Idaho,5
2022,2,Idaho,5
2022,3,Idaho,5
2022,4,Idaho,5
2022,5,Idaho,5
2022,6,Idaho,5
2022,7,Idaho,5
2022,8,Idaho,5
2022,9,Idaho,5
2022,10,Idaho,5
2022,11,Idaho,5
2022,12,Idaho,5
2022,13,Idaho,5
2022,14,Idaho,5
2022,15,Idaho,5
2022,16,Idaho,5
2022,17,Idaho,5
2022,18,Idaho,5
2022,19,Idaho,5
2022,20,Idaho,5
2022,21,Idaho,5
2022,22,Idaho,5
2022,23,Idaho,5
2022,24,Idaho,5
2022,25,Idaho,5
2022,26,Idaho,5
2022,27,Idaho,5
2022,28,Idaho,5
2022,29,Idaho,0
2022,30,Idaho,5
2022,31,Idaho,5
2022,32,Idaho,5
2022,33,Idaho,5
2022,34,Idaho,5
2022,35,Idaho,5
2022,36,Idaho,5
2022,37,Idaho,5
2022,38,Idaho,5
2022,39,Idaho,0
2022,40,Idaho,5
2022,41,Idaho,5
2022,42,Idaho,5
2022,43,Idaho,5
2022,44,Idaho,5
2022,45,Idaho,5
2022,46,Idaho,5
2022,47,Idaho,5
2022,48,Idaho,5
2022,49,Idaho,13
2022,50,Idaho,15
2022,51,Idaho,5
2022,52,Idaho,15
2023,1,Idaho,10
2023,2,Idaho,11
2023,3,Idaho,5
2023,4,Idaho,5
2023,5,Idaho,5
2023,6,Idaho,5
2023,7,Idaho,5
2023,8,Idaho,5
2023,9,Idaho,5
2023,10,Idaho,5
2023,11,Idaho,5
2023,12,Idaho,5
2023,13,Idaho,5
2023,14,Idaho,5
2023,15,Idaho,5
2023,16,Idaho,5
2023,17,Idaho,5
2023,18,Idaho,0
2023,19,Idaho,5
2023,20,Idaho,5
2023,21,Idaho,5
2023,22,Idaho,5
2023,23,Idaho,5
2023,24,Idaho,5
2023,25,Idaho,5
2023,26,Idaho,5
2023,27,Idaho,5
2023,28,Idaho,5
2023,29,Idaho,5
2023,30,Idaho,5
2023,31,Idaho,5
2023,32,Idaho,5
2023,33,Idaho,0
2023,34,Idaho,5
2023,35,Idaho,5
2023,36,Idaho,5
2023,37,Idaho,0
2020,1,Illinois,46
2020,2,Illinois,57
2020,3,Illinois,62
2020,4,Illinois,55
2020,5,Illinois,72
2020,6,Illinois,52
2020,7,Illinois,61
2020,8,Illinois,63
2020,9,Illinois,62
2020,10,Illinois,93
2020,11,Illinois,87
2020,12,Illinois,84
2020,13,Illinois,81
2020,14,Illinois,77
2020,15,Illinois,54
2020,16,Illinois,74
2020,17,Illinois,50
2020,18,Illinois,51
2020,19,Illinois,51
2020,20,Illinois,37
2020,21,Illinois,48
2020,22,Illinois,34
2020,23,Illinois,25
2020,24,Illinois,27
2020,25,Illinois,26
2020,26,Illinois,30
2020,27,Illinois,35
2020,28,Illinois,37
2020,29,Illinois,28
2020,30,Illinois,27
2020,31,Illinois,31
2020,32,Illinois,38
2020,33,Illinois,35
2020,34,Illinois,28
2020,35,Illinois,26
2020,36,Illinois,33
2020,37,Illinois,18
2020,38,Illinois,37
2020,39,Illinois,39
2020,40,Illinois,39
2020,41,Illinois,40
2020,42,Illinois,39
2020,43,Illinois,40
2020,44,Illinois,28
2020,45,Illinois,38
2020,46,Illinois,31
2020,47,Illinois,38
2020,48,Illinois,34
2020,49,Illinois,43
2020,50,Illinois,40
2020,51,Illinois,36
2020,52,Illinois,50
2020,53,Illinois,32
2021,1,Illinois,44
2021,2,Illinois,42
2021,3,Illinois,38
2021,4,Illinois,34
2021,5,Illinois,34
2021,6,Illinois,31
2021,7,Illinois,31
2021,8,Illinois,31
2021,9,Illinois,26
2021,10,Illinois,39
2021,11,Illinois,29
2021,12,Illinois,34
2021,13,Illinois,32
2021,14,Illinois,25
2021,15,Illinois,23
2021,16,Illinois,33
2021,17,Illinois,29
2021,18,Illinois,30
2021,19,Illinois,28
2021,20,Illinois,24
2021,21,Illinois,29
2021,22,Illinois,28
2021,23,Illinois,30
2021,24,Illinois,25
2021,25,Illinois,24
2021,26,Illinois,26
2021,27,Illinois,27
2021,28,Illinois,39
2021,29,Illinois,23
2021,30,Illinois,24
2021,31,Illinois,23
2021,32,Illinois,30
2021,33,Illinois,31
2021,34,Illinois,25
2021,35,Illinois,28
2021,36,Illinois,35
2021,37,Illinois,32
2021,38,Illinois,30
2021,39,Illinois,35
2021,40,Illinois,22
2021,41,Illinois,31
2021,42,Illinois,34
2021,43,Illinois,38
2021,44,Illinois,29
2021,45,Illinois,31
2021,46,Illinois,32
2021,47,Illinois,43
2021,48,Illinois,34
2021,49,Illinois,37
2021,50,Illinois,36
2021,51,Illinois,36
2021,52,Illinois,50
2022,1,Illinois,49
2022,2,Illinois,39
2022,3,Illinois,44
2022,4,Illinois,29
2022,5,Illinois,31
2022,6,Illinois,29
2022,7,Illinois,27
2022,8,Illinois,35
2022,9,Illinois,31
2022,10,Illinois,36
2022,11,Illinois,33
2022,12,Illinois,38
2022,13,Illinois,23
2022,14,Illinois,30
2022,15,Illinois,28
2022,16,Illinois,21
2022,17,Illinois,35
2022,18,Illinois,29
2022,19,Illinois,39
2022,20,Illinois,22
2022,21,Illinois,29
2022,22,Illinois,26
2022,23,Illinois,29
2022,24,Illinois,36
2022,25,Illinois,34
2022,26,Illinois,30
2022,27,Illinois,31
2022,28,Illinois,33
2022,29,Illinois,40
2022,30,Illinois,37
2022,31,Illinois,32
2022,32,Illinois,21
2022,33,Illinois,24
2022,34,Illinois,31
2022,35,Illinois,30
2022,36,Illinois,32
2022,37,Illinois,33
2022,38,Illinois,34
2022,39,Illinois,34
2022,40,Illinois,34
2022,41,Illinois,34
2022,42,Illinois,39
2022,43,Illinois,36
2022,44,Illinois,28
2022,45,Illinois,36
2022,46,Illinois,58
2022,47,Illinois,45
2022,48,Illinois,77
2022,49,Illinois,66
2022,50,Illinois,79
2022,51,Illinois,76
2022,52,Illinois,81
2023,1,Illinois,68
2023,2,Illinois,50
2023,3,Illinois,50
2023,4,Illinois,44
2023,5,Illinois,46
2023,6,Illinois,41
2023,7,Illinois,38
2023,8,Illinois,26
2023,9,Illinois,31
2023,10,Illinois,34
2023,11,Illinois,39
2023,12,Illinois,38
2023,13,Illinois,38
2023,14,Illinois,34
2023,15,Illinois,30
2023,16,Illinois,32
2023,17,Illinois,28
2023,18,Illinois,30
2023,19,Illinois,39
2023,20,Illinois,25
2023,21,Illinois,27
2023,22,Illinois,19
2023,23,Illinois,28
2023,24,Illinois,24
2023,25,Illinois,33
2023,26,Illinois,27
2023,27,Illinois,23
2023,28,Illinois,25
2023,29,Illinois,28
2023,30,Illinois,28
2023,31,Illinois,27
2023,32,Illinois,29
2023,33,Illinois,28
2023,34,Illinois,19
2023,35,Illinois,27
2023,36,Illinois,29
2023,37,Illinois,22
2020,1,Indiana,42
2020,2,Indiana,37
2020,3,Indiana,22
2020,4,Indiana,27
2020,5,Indiana,21
2020,6,Indiana,29
2020,7,Indiana,25
2020,8,Indiana,26
2020,9,Indiana,39
2020,10,Indiana,33
2020,11,Indiana,43
2020,12,Indiana,28
2020,13,Indiana,40
2020,14,Indiana,36
2020,15,Indiana,27
2020,16,Indiana,21
2020,17,Indiana,28
2020,18,Indiana,20
2020,19,Indiana,17
2020,20,Indiana,13
2020,21,Indiana,15
2020,22,Indiana,10
2020,23,Indiana,5
2020,24,Indiana,5
2020,25,Indiana,16
2020,26,Indiana,15
2020,27,Indiana,12
2020,28,Indiana,11
2020,29,Indiana,10
2020,30,Indiana,16
2020,31,Indiana,17
2020,32,Indiana,12
2020,33,Indiana,10
2020,34,Indiana,13
2020,35,Indiana,11
2020,36,Indiana,13
2020,37,Indiana,11
2020,38,Indiana,13
2020,39,Indiana,10
2020,40,Indiana,13
2020,41,Indiana,11
2020,42,Indiana,12
2020,43,Indiana,23
2020,44,Indiana,23
2020,45,Indiana,10
2020,46,Indiana,24
2020,47,Indiana,18
2020,48,Indiana,18
2020,49,Indiana,18
2020,50,Indiana,18
2020,51,Indiana,24
2020,52,Indiana,18
2020,53,Indiana,21
2021,1,Indiana,21
2021,2,Indiana,16
2021,3,Indiana,22
2021,4,Indiana,25
2021,5,Indiana,11
2021,6,Indiana,5
2021,7,Indiana,12
2021,8,Indiana,14
2021,9,Indiana,15
2021,10,Indiana,13
2021,11,Indiana,5
2021,12,Indiana,11
2021,13,Indiana,10
2021,14,Indiana,11
2021,15,Indiana,17
2021,16,Indiana,10
2021,17,Indiana,5
2021,18,Indiana,15
2021,19,Indiana,15
2021,20,Indiana,12
2021,21,Indiana,11
2021,22,Indiana,5
2021,23,Indiana,17
2021,24,Indiana,10
2021,25,Indiana,12
2021,26,Indiana,5
2021,27,Indiana,15
2021,28,Indiana,18
2021,29,Indiana,13
2021,30,Indiana,16
2021,31,Indiana,14
2021,32,Indiana,13
2021,33,Indiana,18
2021,34,Indiana,10
2021,35,Indiana,5
2021,36,Indiana,13
2021,37,Indiana,14
2021,38,Indiana,10
2021,39,Indiana,12
2021,40,Indiana,22
2021,41,Indiana,18
2021,42,Indiana,10
2021,43,Indiana,14
2021,44,Indiana,19
2021,45,Indiana,14
2021,46,Indiana,10
2021,47,Indiana,17
2021,48,Indiana,20
2021,49,Indiana,18
2021,50,Indiana,29
2021,51,Indiana,19
2021,52,Indiana,19
2022,1,Indiana,20
2022,2,Indiana,15
2022,3,Indiana,24
2022,4,Indiana,21
2022,5,Indiana,22
2022,6,Indiana,17
2022,7,Indiana,14
2022,8,Indiana,14
2022,9,Indiana,18
2022,10,Indiana,13
2022,11,Indiana,5
2022,12,Indiana,13
2022,13,Indiana,12
2022,14,Indiana,5
2022,15,Indiana,12
2022,16,Indiana,19
2022,17,Indiana,13
2022,18,Indiana,15
2022,19,Indiana,12
2022,20,Indiana,20
2022,21,Indiana,15
2022,22,Indiana,14
2022,23,Indiana,10
2022,24,Indiana,12
2022,25,Indiana,19
2022,26,Indiana,14
2022,27,Indiana,5
2022,28,Indiana,5
2022,29,Indiana,16
2022,30,Indiana,10
2022,31,Indiana,13
2022,32,Indiana,13
2022,33,Indiana,14
2022,34,Indiana,11
2022,35,Indiana,10
2022,36,Indiana,12
2022,37,Indiana,5
2022,38,Indiana,12
2022,39,Indiana,19
2022,40,Indiana,11
2022,41,Indiana,14
2022,42,Indiana,18
2022,43,Indiana,13
2022,44,Indiana,16
2022,45,Indiana,19
2022,46,Indiana,15
2022,47,Indiana,19
2022,48,Indiana,30
2022,49,Indiana,52
2022,50,Indiana,42
2022,51,Indiana,55
2022,52,Indiana,47
2023,1,Indiana,42
2023,2,Indiana,25
2023,3,Indiana,22
2023,4,Indiana,19
2023,5,Indiana,20
2023,6,Indiana,12
2023,7,Indiana,19
2023,8,Indiana,14
2023,9,Indiana,18
2023,10,Indiana,17
2023,11,Indiana,16
2023,12,Indiana,19
2023,13,Indiana,5
2023,14,Indiana,19
2023,15,Indiana,11
2023,16,Indiana,17
2023,17,Indiana,15
2023,18,Indiana,17
2023,19,Indiana,19
2023,20,Indiana,20
2023,21,Indiana,17
2023,22,Indiana,10
2023,23,Indiana,20
2023,24,Indiana,17
2023,25,Indiana,19
2023,26,Indiana,13
2023,27,Indiana,13
2023,28,Indiana,12
2023,29,Indiana,5
2023,30,Indiana,13
2023,31,Indiana,18
2023,32,Indiana,15
2023,33,Indiana,11
2023,34,Indiana,17
2023,35,Indiana,5
2023,36,Indiana,14
2023,37,Indiana,10
2020,1,Iowa,12
2020,2,Iowa,17
2020,3,Iowa,17
2020,4,Iowa,12
2020,5,Iowa,16
2020,6,Iowa,15
2020,7,Iowa,17
2020,8,Iowa,14
2020,9,Iowa,15
2020,10,Iowa,23
2020,11,Iowa,26
2020,12,Iowa,22
2020,13,Iowa,21
2020,14,Iowa,18
2020,15,Iowa,5
2020,16,Iowa,11
2020,17,Iowa,11
2020,18,Iowa,5
2020,19,Iowa,5
2020,20,Iowa,5
2020,21,Iowa,5
2020,22,Iowa,5
2020,23,Iowa,5
2020,24,Iowa,5
2020,25,Iowa,5
2020,26,Iowa,5
2020,27,Iowa,5
2020,28,Iowa,5
2020,29,Iowa,5
2020,30,Iowa,11
2020,31,Iowa,5
2020,32,Iowa,5
2020,33,Iowa,5
2020,34,Iowa,5
2020,35,Iowa,5
2020,36,Iowa,5
2020,37,Iowa,5
2020,38,Iowa,5
2020,39,Iowa,11
2020,40,Iowa,5
2020,41,Iowa,11
2020,42,Iowa,5
2020,43,Iowa,5
2020,44,Iowa,10
2020,45,Iowa,5
2020,46,Iowa,16
2020,47,Iowa,10
2020,48,Iowa,5
2020,49,Iowa,14
2020,50,Iowa,12
2020,51,Iowa,12
2020,52,Iowa,5
2020,53,Iowa,5
2021,1,Iowa,5
2021,2,Iowa,5
2021,3,Iowa,11
2021,4,Iowa,5
2021,5,Iowa,5
2021,6,Iowa,5
2021,7,Iowa,5
2021,8,Iowa,5
2021,9,Iowa,5
2021,10,Iowa,5
2021,11,Iowa,5
2021,12,Iowa,5
2021,13,Iowa,5
2021,14,Iowa,11
2021,15,Iowa,5
2021,16,Iowa,5
2021,17,Iowa,5
2021,18,Iowa,5
2021,19,Iowa,5
2021,20,Iowa,5
2021,21,Iowa,5
2021,22,Iowa,5
2021,23,Iowa,5
2021,24,Iowa,5
2021,25,Iowa,5
2021,26,Iowa,5
2021,27,Iowa,10
2021,28,Iowa,10
2021,29,Iowa,5
2021,30,Iowa,5
2021,31,Iowa,5
2021,32,Iowa,11
2021,33,Iowa,5
2021,34,Iowa,5
2021,35,Iowa,5
2021,36,Iowa,10
2021,37,Iowa,5
2021,38,Iowa,10
2021,39,Iowa,5
2021,40,Iowa,5
2021,41,Iowa,5
2021,42,Iowa,5
2021,43,Iowa,10
2021,44,Iowa,11
2021,45,Iowa,5
2021,46,Iowa,5
2021,47,Iowa,5
2021,48,Iowa,11
2021,49,Iowa,11
2021,50,Iowa,11
2021,51,Iowa,17
2021,52,Iowa,10
2022,1,Iowa,17
2022,2,Iowa,21
2022,3,Iowa,5
2022,4,Iowa,5
2022,5,Iowa,5
2022,6,Iowa,5
2022,7,Iowa,5
2022,8,Iowa,5
2022,9,Iowa,14
2022,10,Iowa,12
2022,11,Iowa,10
2022,12,Iowa,5
2022,13,Iowa,5
2022,14,Iowa,5
2022,15,Iowa,5
2022,16,Iowa,5
2022,17,Iowa,5
2022,18,Iowa,5
2022,19,Iowa,5
2022,20,Iowa,11
2022,21,Iowa,5
2022,22,Iowa,12
2022,23,Iowa,5
2022,24,Iowa,5
2022,25,Iowa,5
2022,26,Iowa,5
2022,27,Iowa,5
2022,28,Iowa,5
2022,29,Iowa,5
2022,30,Iowa,5
2022,31,Iowa,5
2022,32,Iowa,5
2022,33,Iowa,5
2022,34,Iowa,5
2022,35,Iowa,5
2022,36,Iowa,5
2022,37,Iowa,5
2022,38,Iowa,5
2022,39,Iowa,5
2022,40,Iowa,5
2022,41,Iowa,5
2022,42,Iowa,11
2022,43,Iowa,5
2022,44,Iowa,5
2022,45,Iowa,5
2022,46,Iowa,5
2022,47,Iowa,10
2022,48,Iowa,13
2022,49,Iowa,19
2022,50,Iowa,23
2022,51,Iowa,28
2022,52,Iowa,37
2023,1,Iowa,25
2023,2,Iowa,21
2023,3,Iowa,11
2023,4,Iowa,10
2023,5,Iowa,11
2023,6,Iowa,10
2023,7,Iowa,5
2023,8,Iowa,12
2023,9,Iowa,10
2023,10,Iowa,14
2023,11,Iowa,5
2023,12,Iowa,5
2023,13,Iowa,5
2023,14,Iowa,5
2023,15,Iowa,11
2023,16,Iowa,5
2023,17,Iowa,11
2023,18,Iowa,5
2023,19,Iowa,5
2023,20,Iowa,5
2023,21,Iowa,5
2023,22,Iowa,5
2023,23,Iowa,5
2023,24,Iowa,5
2023,25,Iowa,5
2023,26,Iowa,5
2023,27,Iowa,5
2023,28,Iowa,5
2023,29,Iowa,5
2023,30,Iowa,5
2023,31,Iowa,5
2023,32,Iowa,5
2023,33,Iowa,5
2023,34,Iowa,5
2023,35,Iowa,5
2023,36,Iowa,5
2023,37,Iowa,5
2020,1,Kansas,23
2020,2,Kansas,21
2020,3,Kansas,17
2020,4,Kansas,19
2020,5,Kansas,17
2020,6,Kansas,12
2020,7,Kansas,19
2020,8,Kansas,20
2020,9,Kansas,23
2020,10,Kansas,29
2020,11,Kansas,22
2020,12,Kansas,20
2020,13,Kansas,14
2020,14,Kansas,5
2020,15,Kansas,15
2020,16,Kansas,5
2020,17,Kansas,5
2020,18,Kansas,5
2020,19,Kansas,11
2020,20,Kansas,5
2020,21,Kansas,5
2020,22,Kansas,5
2020,23,Kansas,5
2020,24,Kansas,5
2020,25,Kansas,5
2020,26,Kansas,5
2020,27,Kansas,5
2020,28,Kansas,5
2020,29,Kansas,5
2020,30,Kansas,5
2020,31,Kansas,5
2020,32,Kansas,5
2020,33,Kansas,5
2020,34,Kansas,5
2020,35,Kansas,5
2020,36,Kansas,10
2020,37,Kansas,5
2020,38,Kansas,5
2020,39,Kansas,5
2020,40,Kansas,5
2020,41,Kansas,11
2020,42,Kansas,5
2020,43,Kansas,5
2020,44,Kansas,5
2020,45,Kansas,5
2020,46,Kansas,11
2020,47,Kansas,5
2020,48,Kansas,5
2020,49,Kansas,10
2020,50,Kansas,5
2020,51,Kansas,5
2020,52,Kansas,5
2020,53,Kansas,5
2021,1,Kansas,5
2021,2,Kansas,5
2021,3,Kansas,10
2021,4,Kansas,5
2021,5,Kansas,14
2021,6,Kansas,5
2021,7,Kansas,10
2021,8,Kansas,5
2021,9,Kansas,13
2021,10,Kansas,5
2021,11,Kansas,5
2021,12,Kansas,5
2021,13,Kansas,5
2021,14,Kansas,5
2021,15,Kansas,5
2021,16,Kansas,11
2021,17,Kansas,5
2021,18,Kansas,12
2021,19,Kansas,5
2021,20,Kansas,11
2021,21,Kansas,5
2021,22,Kansas,5
2021,23,Kansas,5
2021,24,Kansas,5
2021,25,Kansas,5
2021,26,Kansas,5
2021,27,Kansas,5
2021,28,Kansas,5
2021,29,Kansas,5
2021,30,Kansas,5
2021,31,Kansas,5
2021,32,Kansas,10
2021,33,Kansas,5
2021,34,Kansas,5
2021,35,Kansas,5
2021,36,Kansas,5
2021,37,Kansas,5
2021,38,Kansas,16
2021,39,Kansas,5
2021,40,Kansas,5
2021,41,Kansas,5
2021,42,Kansas,5
2021,43,Kansas,5
2021,44,Kansas,5
2021,45,Kansas,5
2021,46,Kansas,5
2021,47,Kansas,11
2021,48,Kansas,5
2021,49,Kansas,12
2021,50,Kansas,10
2021,51,Kansas,14
2021,52,Kansas,15
2022,1,Kansas,5
2022,2,Kansas,12
2022,3,Kansas,11
2022,4,Kansas,11
2022,5,Kansas,5
2022,6,Kansas,5
2022,7,Kansas,12
2022,8,Kansas,5
2022,9,Kansas,10
2022,10,Kansas,10
2022,11,Kansas,10
2022,12,Kansas,5
2022,13,Kansas,5
2022,14,Kansas,5
2022,15,Kansas,5
2022,16,Kansas,5
2022,17,Kansas,5
2022,18,Kansas,5
2022,19,Kansas,5
2022,20,Kansas,5
2022,21,Kansas,5
2022,22,Kansas,5
2022,23,Kansas,5
2022,24,Kansas,5
2022,25,Kansas,5
2022,26,Kansas,5
2022,27,Kansas,5
2022,28,Kansas,5
2022,29,Kansas,5
2022,30,Kansas,5
2022,31,Kansas,5
2022,32,Kansas,5
2022,33,Kansas,11
2022,34,Kansas,5
2022,35,Kansas,5
2022,36,Kansas,5
2022,37,Kansas,5
2022,38,Kansas,5
2022,39,Kansas,5
2022,40,Kansas,13
2022,41,Kansas,10
2022,42,Kansas,10
2022,43,Kansas,5
2022,44,Kansas,5
2022,45,Kansas,5
2022,46,Kansas,14
2022,47,Kansas,5
2022,48,Kansas,18
2022,49,Kansas,26
2022,50,Kansas,20
2022,51,Kansas,15
2022,52,Kansas,18
2023,1,Kansas,24
2023,2,Kansas,12
2023,3,Kansas,14
2023,4,Kansas,12
2023,5,Kansas,5
2023,6,Kansas,5
2023,7,Kansas,5
2023,8,Kansas,5
2023,9,Kansas,5
2023,10,Kansas,5
2023,11,Kansas,5
2023,12,Kansas,14
2023,13,Kansas,5
2023,14,Kansas,11
2023,15,Kansas,5
2023,16,Kansas,5
2023,17,Kansas,5
2023,18,Kansas,10
2023,19,Kansas,5
2023,20,Kansas,5
2023,21,Kansas,5
2023,22,Kansas,11
2023,23,Kansas,5
2023,24,Kansas,5
2023,25,Kansas,5
2023,26,Kansas,5
2023,27,Kansas,5
2023,28,Kansas,5
2023,29,Kansas,5
2023,30,Kansas,5
2023,31,Kansas,5
2023,32,Kansas,5
2023,33,Kansas,5
2023,34,Kansas,5
2023,35,Kansas,5
2023,36,Kansas,5
2023,37,Kansas,5
2020,1,Kentucky,30
2020,2,Kentucky,24
2020,3,Kentucky,38
2020,4,Kentucky,25
2020,5,Kentucky,20
2020,6,Kentucky,27
2020,7,Kentucky,17
2020,8,Kentucky,23
2020,9,Kentucky,24
2020,10,Kentucky,17
2020,11,Kentucky,29
2020,12,Kentucky,32
2020,13,Kentucky,25
2020,14,Kentucky,17
2020,15,Kentucky,23
2020,16,Kentucky,14
2020,17,Kentucky,19
2020,18,Kentucky,10
2020,19,Kentucky,13
2020,20,Kentucky,13
2020,21,Kentucky,11
2020,22,Kentucky,16
2020,23,Kentucky,14
2020,24,Kentucky,11
2020,25,Kentucky,11
2020,26,Kentucky,18
2020,27,Kentucky,12
2020,28,Kentucky,14
2020,29,Kentucky,5
2020,30,Kentucky,12
2020,31,Kentucky,11
2020,32,Kentucky,15
2020,33,Kentucky,10
2020,34,Kentucky,15
2020,35,Kentucky,5
2020,36,Kentucky,14
2020,37,Kentucky,23
2020,38,Kentucky,12
2020,39,Kentucky,16
2020,40,Kentucky,5
2020,41,Kentucky,5
2020,42,Kentucky,16
2020,43,Kentucky,13
2020,44,Kentucky,12
2020,45,Kentucky,10
2020,46,Kentucky,14
2020,47,Kentucky,11
2020,48,Kentucky,11
2020,49,Kentucky,5
2020,50,Kentucky,17
2020,51,Kentucky,20
2020,52,Kentucky,20
2020,53,Kentucky,21
2021,1,Kentucky,19
2021,2,Kentucky,15
2021,3,Kentucky,10
2021,4,Kentucky,16
2021,5,Kentucky,16
2021,6,Kentucky,5
2021,7,Kentucky,11
2021,8,Kentucky,16
2021,9,Kentucky,16
2021,10,Kentucky,10
2021,11,Kentucky,14
2021,12,Kentucky,11
2021,13,Kentucky,10
2021,14,Kentucky,12
2021,15,Kentucky,10
2021,16,Kentucky,10
2021,17,Kentucky,15
2021,18,Kentucky,14
2021,19,Kentucky,5
2021,20,Kentucky,15
2021,21,Kentucky,14
2021,22,Kentucky,12
2021,23,Kentucky,18
2021,24,Kentucky,12
2021,25,Kentucky,11
2021,26,Kentucky,12
2021,27,Kentucky,11
2021,28,Kentucky,10
2021,29,Kentucky,5
2021,30,Kentucky,12
2021,31,Kentucky,21
2021,32,Kentucky,5
2021,33,Kentucky,14
2021,34,Kentucky,19
2021,35,Kentucky,14
2021,36,Kentucky,12
2021,37,Kentucky,10
2021,38,Kentucky,10
2021,39,Kentucky,14
2021,40,Kentucky,19
2021,41,Kentucky,19
2021,42,Kentucky,17
2021,43,Kentucky,13
2021,44,Kentucky,16
2021,45,Kentucky,12
2021,46,Kentucky,22
2021,47,Kentucky,5
2021,48,Kentucky,22
2021,49,Kentucky,15
2021,50,Kentucky,22
2021,51,Kentucky,22
2021,52,Kentucky,15
2022,1,Kentucky,23
2022,2,Kentucky,15
2022,3,Kentucky,13
2022,4,Kentucky,16
2022,5,Kentucky,17
2022,6,Kentucky,15
2022,7,Kentucky,14
2022,8,Kentucky,10
2022,9,Kentucky,14
2022,10,Kentucky,14
2022,11,Kentucky,15
2022,12,Kentucky,14
